# NIEM Type Directory — one line per type for efficient semantic matching
# Format: qname | baseType | pattern | propCount | definition | topProperties
# Total: 2802 types
#
em:AlertEventDetailsSeverityCodeSimpleType | xs:token | simple_value | 0 | A data type for the severity code designated to an alert event | -
em:AlertEventDetailsSeverityCodeType | em:AlertEventDetailsSeverityCodeSimpleType | complex_value | 0 | A data type for the severity code designated to an alert event | -
em:AlertEventDetailsType | - | object | 12 | A data type for an alert event details | AlertEventDetailsAudienceDescriptionText, AlertEventDetailsAugmentationPoint, AlertEventDetailsCategoryAbstract, AlertEventDetailsCertaintyAbstract, AlertEventDetailsDescriptionText, AlertEventDetailsHeadlineText, AlertEventDetailsInstructionsDescriptionText, AlertEventDetailsOnsetDateTime
em:AlertEventDetailsUrgencyCodeSimpleType | xs:token | simple_value | 0 | A data type for the urgency code designated to an alert event | -
em:AlertEventDetailsUrgencyCodeType | em:AlertEventDetailsUrgencyCodeSimpleType | complex_value | 0 | A data type for the urgency code designated to an alert event | -
em:AlertNotificationType | - | object | 11 | A data type for an alert message | AlertAffectedLocation, AlertCategoryCode, AlertEffectiveDateTime, AlertEventDetails, AlertExpirationDateTime, AlertHandlingAbstract, AlertHeadlineText, AlertInstructionsDescriptionText
em:AlertSupplementaryDigitalResourceType | - | object | 2 | A data type for a digital representation of an object | AlertSupplementaryDigitalResourceAugmentationPoint, BinaryChecksumDigestID
em:ApplicantCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type code to specify the Applicant Type(Gov entity or Private Non-Profit etc.) | -
em:ApplicantCategoryCodeType | em:ApplicantCategoryCodeSimpleType | complex_value | 0 | A data type code to specify the Applicant Type(Gov entity or Private Non-Profit etc.). | -
em:ApprovalStatusCodeSimpleType | xs:token | simple_value | 0 | A data type for the code list of approval status | -
em:ApprovalStatusCodeType | em:ApprovalStatusCodeSimpleType | complex_value | 0 | A data type for the code list of approval status | -
em:AvailabilityStatusCodeSimpleType | xs:token | simple_value | 0 | A data type for a code that describes the status of availability | -
em:AvailabilityStatusCodeType | em:AvailabilityStatusCodeSimpleType | complex_value | 0 | A data type for a code that describes if a resource is available | -
em:BadgeCredentialType | - | object | 5 | A data type that specifies the credential data on a badge | BadgeCredentialAugmentationPoint, BadgeCredentialCodeText, BadgeCredentialColorRGBHexValue, BadgeCredentialDateRange, BadgeTemporaryCredentialIndicator
em:BadgeType | nc:IdentificationType | object | 7 | A data type for an ID card that identifies a person. A badge can be a low cost card, or a PIV card that follows specific | BadgeAugmentationPoint, BadgeCredential, BadgeJobTitleText, BadgeNotesText, BadgeTemplateFile, Barcode, PersonHumanResource
em:BarcodeCodeSimpleType | xs:token | simple_value | 0 | A data type for a code that describes the type of a bar-code | -
em:BarcodeCodeType | em:BarcodeCodeSimpleType | complex_value | 0 | A data type for a code that describes the type of a bar-code | -
em:BarcodeType | - | object | 5 | A data type for Barcode | BarcodeAugmentationPoint, BarcodeCode, BarcodeContentText, BarcodeImage, ItemBarCodeIdentification
em:BeachComponentCodeSimpleType | xs:token | simple_value | 0 | A data type that specifies the common types of facilities eligible under Public Assistance category C. | -
em:BeachComponentCodeType | em:BeachComponentCodeSimpleType | complex_value | 0 | A data type that specifies the common types of facilities eligible under Public Assistance category C. | -
em:BridgeCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the major types of bridges. | -
em:BridgeCategoryCodeType | em:BridgeCategoryCodeSimpleType | complex_value | 0 | A data type for the major types of bridges. | -
em:BridgeComponentCodeSimpleType | xs:token | simple_value | 0 | A data type for the major types of bridge components. | -
em:BridgeComponentCodeType | em:BridgeComponentCodeSimpleType | complex_value | 0 | A data type for different bridge components. | -
em:BudgetType | - | object | 5 | A data type for an estimate of income and expenditure for a set period of time or activity. | BudgetAmount, BudgetAugmentationPoint, BudgetBreakdownText, BudgetImplementingUnitName, BudgetSourceText
em:BuildingComponentCodeSimpleType | xs:token | simple_value | 0 | A data type for the common building components damaged. | -
em:BuildingComponentCodeType | em:BuildingComponentCodeSimpleType | complex_value | 0 | A data type for the common building components damaged | -
em:Cat-CCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the Roads and Bridges (Cat-C) types. | -
em:Cat-CCategoryCodeType | em:Cat-CCategoryCodeSimpleType | complex_value | 0 | A data type for the Roads and Bridges | -
em:Cat-DCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the Water Control Facilities (Cat-D) types. | -
em:Cat-DCategoryCodeType | em:Cat-DCategoryCodeSimpleType | complex_value | 0 | A data type for the common purposes for water control facilities | -
em:Cat-DPurposeCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the common purposes for water control facilities . | -
em:Cat-DPurposeCategoryCodeType | em:Cat-DPurposeCategoryCodeSimpleType | complex_value | 0 | A data type for the common purposes for water control facilities | -
em:Cat-ECategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the common types of Buildings, Equipment and Content eligible under Category E. | -
em:Cat-ECategoryCodeType | em:Cat-ECategoryCodeSimpleType | complex_value | 0 | A data type for the common types of Buildings, Equipment and Content eligible under Category E | -
em:Cat-FCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the Utilities (Cat-F) types. | -
em:Cat-FCategoryCodeType | em:Cat-FCategoryCodeSimpleType | complex_value | 0 | A data type for the Utilities. | -
em:Cat-GCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for the Beaches, Parks, Transit, and Other (Cat-G) types. | -
em:Cat-GCategoryCodeType | em:Cat-GCategoryCodeSimpleType | complex_value | 0 | A data type for the Beaches, Parks, Transit, and Other (G). | -
em:CheckInOutCodeSimpleType | xs:token | simple_value | 0 | A data type for a code that describes if it is check in or check out | -
em:CheckInOutCodeType | em:CheckInOutCodeSimpleType | complex_value | 0 | A data type for a code that describes if it is check in or check out | -
em:CheckInOutLocationCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type for a code that represents the type of check-in or check-out location | -
em:CheckInOutLocationCategoryCodeType | em:CheckInOutLocationCategoryCodeSimpleType | complex_value | 0 | A data type for a code that represents the type of check-in or check-out location | -
em:CheckInOutRecordType | - | object | 7 | A data type for the check-in and check-out record | CheckInOutCode, CheckInOutDateTime, CheckInOutLocation, CheckInOutLocationCategoryCode, CheckInOutPerson, CheckInOutRecordAugmentationPoint, IncidentEvent
em:CommunicationComponentCodeSimpleType | xs:token | simple_value | 0 | A data type for the Communication Components. | -
em:CommunicationComponentCodeType | em:CommunicationComponentCodeSimpleType | complex_value | 0 | A data type for the Communication Components. | -
em:CommunicationTargetGroupCodeSimpleType | xs:token | simple_value | 0 | A data type for a kind of group target for a communication. | -
em:CommunicationTargetGroupCodeType | em:CommunicationTargetGroupCodeSimpleType | complex_value | 0 | A data type for a kind of group target for a communication. | -
em:ContactRoleCodeSimpleType | xs:token | simple_value | 0 | A data type for a code set of roles of the emergency management contact | -
em:ContactRoleCodeType | em:ContactRoleCodeSimpleType | complex_value | 0 | A data type for a code set of roles of the emergency management contact | -
em:ContactRoleType | - | object | 3 | A data type for the role kind of a contact | ContactRoleAugmentationPoint, ContactRoleCode, RoleDescriptionText
em:CountermeasureOperationsType | - | object | 4 | A data type for an operation taken to counteract a public health emergency operations center (EOC) event or incident. | Countermeasure, CountermeasureOperationsAugmentationPoint, CountermeasureOperationsReport, PublicHealthEvent
em:CredentialClassCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type code that represents the type of credential class | -
em:CredentialClassCategoryCodeType | em:CredentialClassCategoryCodeSimpleType | complex_value | 0 | A data type that represents the type of a credential class | -
em:CredentialClassMetricType | - | object | 6 | A data type for a first responder credential class metric. Example: Number of years a Person has held a Commercial Pilot | CredentialClassMetricAugmentationPoint, CredentialClassMetricID, CredentialClassMetricName, CredentialClassMetricPrecisionNumeric, CredentialClassMetricUnitOfMeasure, CredentialClassMetricValue
em:CredentialClassMetricValueType | - | object | 4 | A data type for the value of a credential class metric | ComparisonEndValue, ComparisonStartValue, CredentialClassMetricValueAugmentationPoint, LogicalOperatorText
em:CredentialClassType | - | object | 14 | A data type for a credential class. Example structures: Experience, Training etc | ApprovalStatusCode, CredentialClassAugmentationPoint, CredentialClassBadgeQualificationCodeText, CredentialClassCategoryCode, CredentialClassCategoryText, CredentialClassDescriptionText, CredentialClassID, CredentialClassMetric
em:CredentialExpirationCategoryCodeSimpleType | xs:token | simple_value | 0 | A data type that represents the type of credential expiration | -
em:CredentialExpirationCategoryCodeType | em:CredentialExpirationCategoryCodeSimpleType | complex_value | 0 | A data type for a code that represents the type of credential expiration | -
em:CredentialQualificationCriteriaType | - | object | 7 | A data type about the criteria for person's credential qualification | CredentialQualificationCriteriaAugmentationPoint, LogicalAnd, LogicalOr, QualificationCriteriaCategoryCode, QualificationCriteriaCommentText, QualificationDescriptionText, QualificationPrerequisiteText
em:CredentialStatusCodeSimpleType | xs:token | simple_value | 0 | A data type for a code that defines the codified representation of a person-credentials status | -
em:CredentialStatusCodeType | em:CredentialStatusCodeSimpleType | complex_value | 0 | A data type that defines the codified representation of a person-credentials status | -
em:CrisisImpactCodeSimpleType | xs:token | simple_value | 0 | A data type for the impact of a crisis on a group or other entity. | -
em:CrisisImpactCodeType | em:CrisisImpactCodeSimpleType | complex_value | 0 | A data type for the impact of a crisis on a group or other entity. | -
